Time,Target x,Target y,Target x,Current x,Current y,Current z
0.2,0.54947039089,-0.499608112362,0.731714885046,0.549470053012,-0.499608123673,0.731715162217
0.3,0.54947039089,-0.499608112362,0.731714885046,0.54947026848,-0.499608098287,0.731715013146
0.4,0.54947039089,-0.499608112362,0.731714885046,0.549470268469,-0.499608097959,0.731715013156
0.5,0.54947039089,-0.499608112362,0.731714885046,0.549470053012,-0.499608123673,0.731715162217
0.6,0.54947039089,-0.499608112362,0.731714885046,0.549470369827,-0.49960814642,0.73171488415
0.7,0.54947039089,-0.499608112362,0.731714885046,0.549470369823,-0.499608146276,0.731714884154
0.8,0.54947039089,-0.499608112362,0.731714885046,0.549470268477,-0.499608098216,0.731715013148
0.9,0.54947039089,-0.499608112362,0.731714885046,0.549470390891,-0.499608112419,0.731714885045
1.0,0.54947039089,-0.499608112362,0.731714885046,0.549470268471,-0.499608098022,0.731715013154
1.1,0.54947039089,-0.499608112362,0.731714885046,0.549470268477,-0.499608098192,0.731715013149
1.2,0.54947039089,-0.499608112362,0.731714885046,0.549469807636,-0.499608215414,0.731715395011
1.3,0.54947039089,-0.499608112362,0.731714885046,0.549470053012,-0.499608123662,0.731715162217
1.4,0.54947039089,-0.499608112362,0.731714885046,0.549470053008,-0.49960812356,0.731715162221
1.5,0.54947039089,-0.499608112362,0.731714885046,0.549470153175,-0.499608110817,0.731715111204
1.6,0.54947039089,-0.499608112362,0.731714885046,0.549469807641,-0.499608215569,0.731715395006
1.7,0.54947039089,-0.499608112362,0.731714885046,0.549470390891,-0.499608112406,0.731714885045
1.8,0.54947039089,-0.499608112362,0.731714885046,0.549469807637,-0.499608215439,0.73171539501
1.9,0.54947039089,-0.499608112362,0.731714885046,0.549470153179,-0.49960811096,0.7317151112
2.0,0.54947039089,-0.499608112362,0.731714885046,0.549470153176,-0.499608110846,0.731715111203
2.1,0.54947039089,-0.499608112362,0.731714885046,0.549470268473,-0.499608098085,0.731715013152
2.2,0.54947039089,-0.499608112362,0.731714885046,0.549470238314,-0.499608146983,0.731715004856
2.3,0.54947039089,-0.499608112362,0.731714885046,0.549470053009,-0.499608123575,0.73171516222
2.4,0.54947039089,-0.499608112362,0.731714885046,0.549470369825,-0.499608146341,0.731714884152
2.5,0.54947039089,-0.499608112362,0.731714885046,0.549470053011,-0.499608123641,0.731715162218
2.6,0.54947039089,-0.499608112362,0.731714885046,0.549470238312,-0.499608146916,0.731715004858
2.7,0.54947039089,-0.499608112362,0.731714885046,0.549470390892,-0.499608112439,0.731714885044
