time,right: target position x,right: target position y,right: target position x,right: current position x,right: current position y,right: current position z,right: target orientation w,right: target orientation x,right: target orientation y,right: target orientation z,right: current orientation w,right: current orientation x,right: current orientation y,right: current orientation z,left: target position x,left: target position y,left: target position x,left: current position x,left: current position y,left: current position z,left: target orientation w,left: target orientation x,left: target orientation y,left: target orientation z,left: current orientation w,left: current orientation x,left: current orientation y,left: current orientation z
0.2,0.39966443852,-0.509689113607,0.748125780414,0.399664556049,-0.509689088502,0.748125579264,0.000464370054339,0.999978970486,0.00643353301874,-0.000672755084184,0.000932796735628,0.999842583817,0.0170990261101,-0.00464335904267,-0.0350884688881,0.494252331098,0.93089622616,-0.0350885528921,0.494252180452,0.930896252418,0.000480343062664,0.999978636767,0.00648002227203,-0.000710345713697,1.85496660441e-05,0.999999267141,-0.00108213249218,0.000542551576918
0.3,0.39966443852,-0.509689113607,0.748125780414,0.399664556049,-0.509689088502,0.748125579264,0.000464370054339,0.999978970486,0.00643353301874,-0.000672755084184,0.000932796735628,0.999842583817,0.0170990261101,-0.00464335904267,-0.0350884688881,0.494252331098,0.93089622616,-0.0350885528921,0.494252180452,0.930896252418,0.000480343062664,0.999978636767,0.00648002227203,-0.000710345713697,1.85496660441e-05,0.999999267141,-0.00108213249218,0.000542551576918
0.4,0.399664251837,-0.50968914059,0.748125666545,0.399664251837,-0.50968914059,0.748125666545,0.000464370054339,0.999978970486,0.00643353301874,-0.000672755084184,0.000932688497247,0.999842586596,0.0170987745076,-0.00464370891068,-0.035088472164,0.494252616387,0.930896334387,-0.035088472164,0.494252616387,0.930896334387,0.000480343062664,0.999978636767,0.00648002227203,-0.000710345713697,1.86896850596e-05,0.999999257167,-0.00109125691149,0.000542655678617
0.5,0.39966462349,-0.509689082324,0.748125732519,0.399664624039,-0.509689061713,0.748125786853,0.000464370054339,0.999978970486,0.00643353301874,-0.000672755084184,0.000933151923914,0.999842582201,0.0170990068029,-0.00464370670284,-0.0350882488996,0.494252469998,0.930896206151,-0.0350882566209,0.494252617064,0.930896206928,0.000480343062664,0.999978636767,0.00648002227203,-0.000710345713697,1.86452637042e-05,0.999999257621,-0.0010910034902,0.00054232912885
0.6,0.398050321094,-0.510560889661,0.758410394766,0.399671560263,-0.509686464944,0.748109267239,0.000464370054339,0.999978970486,0.00643353301874,-0.000672755084184,0.000874429302037,0.999842873126,0.0170932625797,-0.00461354609961,-0.0315975326807,0.495103147488,0.916689260254,-0.0350888891689,0.494252222211,0.930896169566,0.000480343062664,0.999978636767,0.00648002227203,-0.000710345713697,1.9225794958e-05,0.999999252143,-0.00109584384007,0.000542651086094
0.7,0.398533386937,-0.517827381313,0.767509163,0.399574480944,-0.509584988738,0.747873451922,0.000464370054339,0.999978970486,0.00643353301874,-0.000672755084184,0.00078805767831,0.99986387063,0.0159929794298,-0.00398042502324,-0.0299167115003,0.494298961621,0.904455406914,-0.0352714026222,0.49379693715,0.930808173707,0.000480343062664,0.999978636767,0.00648002227203,-0.000710345713697,0.000236839452872,0.999999630902,-0.000737945411403,0.000370862868417
0.8,0.399933559648,-0.530605067432,0.775830567457,0.39947963778,-0.509267805141,0.747360705199,0.000464370054339,0.999978970486,0.00643353301874,-0.000672755084184,0.000736266935941,0.99990258102,0.0136680551527,-0.00273324869469,-0.0296369571001,0.493175175648,0.889833255063,-0.0356094615429,0.4927967566,0.930655494195,0.000480343062664,0.999978636767,0.00648002227203,-0.000710345713697,0.000519733994075,0.999999856671,-0.000126231495921,2.45028162166e-05
0.9,0.400811953298,-0.545150299489,0.78356289921,0.399504148827,-0.50935360971,0.747242627117,0.000464370054339,0.999978970486,0.00643353301874,-0.000672755084184,0.000607841654268,0.999920275045,0.0123593776261,-0.00251393446695,-0.0284357148916,0.496855315428,0.874864442597,-0.035645899274,0.492750793292,0.930636561648,0.000480343062664,0.999978636767,0.00648002227203,-0.000710345713697,0.000638935929358,0.999998530156,-0.00159059566193,-3.81193972022e-05
1.0,0.400164170018,-0.558114935577,0.787158668615,0.399494481558,-0.509278749118,0.747289717872,0.000464370054339,0.999978970486,0.00643353301874,-0.000672755084184,0.000650662458191,0.999928758606,0.0116473056849,-0.00252875893025,-0.0276929516107,0.499774601918,0.860327763806,-0.0356410953548,0.492717436258,0.930581729602,0.000480343062664,0.999978636767,0.00648002227203,-0.000710345713697,0.000604306785255,0.999997945611,-0.00193430363786,-4.534243641e-05
1.1,0.39928708767,-0.568790127456,0.786539316751,0.39952818083,-0.509934380634,0.748323777997,0.000464370054339,0.999978970486,0.00643353301874,-0.000672755084184,0.000704987256359,0.999915021347,0.0126315642564,-0.00314589605077,-0.0287732559949,0.499136116963,0.84758899952,-0.0355883591614,0.492173757605,0.928742591061,0.000480343062664,0.999978636767,0.00648002227203,-0.000710345713697,0.000480801357318,0.999998844616,-0.0014388404634,9.66174858415e-05
1.2,0.398530049077,-0.578237255037,0.783357203581,0.39962955022,-0.512013714064,0.750883292655,0.000464370054339,0.999978970486,0.00643353301874,-0.000672755084184,0.000703185764135,0.999858403739,0.0163392769236,-0.00396308355452,-0.0307911116392,0.501648750763,0.8374869063,-0.0353375367128,0.491422999442,0.924617259075,0.000480343062664,0.999978636767,0.00648002227203,-0.000710345713697,0.000333433587949,0.999998878917,-0.00142851604149,0.000300547451528
1.3,0.398630423299,-0.58471404475,0.780251265146,0.399772145289,-0.51448240334,0.754440376941,0.000464370054339,0.999978970486,0.00643353301874,-0.000672755084184,0.000688495880608,0.999840953232,0.0173742918666,-0.00396587900357,-0.0310857373983,0.504026439648,0.82886402155,-0.0346671963203,0.491387725868,0.919659430679,0.000480343062664,0.999978636767,0.00648002227203,-0.000710345713697,0.000287847629852,0.999994050245,-0.00342824269257,0.000252528983987
1.4,0.399572683326,-0.594717820108,0.776514888384,0.399960323029,-0.518648622893,0.760159881323,0.000464370054339,0.999978970486,0.00643353301874,-0.000672755084184,0.000575672470593,0.999861545367,0.0162567183957,-0.00350396972113,-0.0322278816015,0.503013399105,0.818622393857,-0.0336827449484,0.491270873865,0.911708925274,0.000480343062664,0.999978636767,0.00648002227203,-0.000710345713697,7.02960450845e-05,0.999981950597,-0.0059997673907,0.000310372095093
