Time,Target x,Target y,Target x,Current x,Current y,Current z
0.2,0.201296203896,0.205265814446,1.07678253344,0.201296203896,0.205265814446,1.07678253344
0.3,0.201296203896,0.205265814446,1.07678253344,0.201296203896,0.205265814446,1.07678253344
0.4,0.201296643959,0.205266350248,1.07678260564,0.201296643959,0.205266350248,1.07678260564
0.5,0.201296835563,0.205266339454,1.07678256105,0.201296835563,0.205266339454,1.07678256105
0.6,0.201296835563,0.205266339454,1.07678256105,0.201296835563,0.205266339454,1.07678256105
0.7,0.201296162305,0.205265899912,1.07678255907,0.201296162305,0.205265899912,1.07678255907
0.8,0.201295850701,0.205265332792,1.07678202948,0.201295850701,0.205265332792,1.07678202948
0.9,0.201296053274,0.205265421275,1.07678187138,0.201296053274,0.205265421275,1.07678187138
1.0,0.201296053274,0.205265421275,1.07678187138,0.201296053274,0.205265421275,1.07678187138
1.1,0.201295578635,0.205265135558,1.07678189272,0.201295578635,0.205265135558,1.07678189272
1.2,0.201296373071,0.205266020523,1.07678249987,0.201296373071,0.205266020523,1.07678249987
1.3,0.201296470605,0.205266137412,1.07678267416,0.201296470605,0.205266137412,1.07678267416
1.4,0.201296525449,0.205266305652,1.07678267329,0.201296525449,0.205266305652,1.07678267329
1.5,0.201295789114,0.205265959242,1.07678267394,0.201295789114,0.205265959242,1.07678267394
1.6,0.201296604652,0.205266108073,1.07678250787,0.201296604652,0.205266108073,1.07678250787
1.7,0.20129649503,0.205266055701,1.07678254111,0.20129649503,0.205266055701,1.07678254111
1.8,0.201296353114,0.205266083376,1.0767825798,0.201296353114,0.205266083376,1.0767825798
1.9,0.201040485275,0.204975540535,1.08042424478,0.201296303762,0.20526608967,1.07678261556
2.0,0.200478636992,0.204517180817,1.08295648851,0.201296536066,0.20526608037,1.07678254314
2.1,0.199854233635,0.209250028031,1.08451765337,0.201629647497,0.204759014313,1.07596543257
2.2,0.199323320163,0.21387129535,1.08348065176,0.200512844747,0.203790853697,1.07627800038
2.3,0.199304350984,0.21784030904,1.08221441068,0.200776893715,0.204324607554,1.07784795023
2.4,0.199189716351,0.221337551968,1.0815101222,0.201248275342,0.204600808617,1.07898670628
2.5,0.199513160956,0.225534195797,1.08060103216,0.201877059074,0.20521112926,1.07969331799
2.6,0.199282312167,0.229696388142,1.07919287243,0.201501826089,0.204935659908,1.07993269774
2.7,0.199282312167,0.229696388142,1.07919287243,0.201501826089,0.204935659908,1.07993269774
2.8,0.199205332768,0.233850891488,1.07714169779,0.201327100486,0.204795017848,1.07992650371
2.9,0.19907202698,0.239853317635,1.07465928354,0.201404051882,0.204898695873,1.07997154135
3.0,0.19907202698,0.239853317635,1.07465928354,0.201404051882,0.204898695873,1.07997154135
3.1,0.198662468565,0.242566878693,1.0732805089,0.201467858604,0.20490202434,1.07993991493
3.2,0.198749610555,0.249351675408,1.06846254625,0.201530405811,0.210401052332,1.07856130389
3.3,0.199046963227,0.253195280926,1.06555419721,0.200343214797,0.21744257687,1.07753497416
3.4,0.198861324561,0.257986540692,1.06326585569,0.200766181156,0.228224601105,1.07647423577
3.5,0.199099191797,0.262814844744,1.05932604828,0.199748014653,0.232357427403,1.07569806678
3.6,0.198842996133,0.267195905344,1.05495827951,0.200273205039,0.23695906777,1.07516939688
3.7,0.197997429741,0.272013897793,1.04955404558,0.200762610991,0.234953447684,1.07681755541
3.8,0.197997429741,0.272013897793,1.04955404558,0.200762610991,0.234953447684,1.07681755541
3.9,0.195712277067,0.282494748728,1.03756850519,0.198965792887,0.238075630149,1.07204158873
4.0,0.194230624807,0.287408078806,1.03137963571,0.200040173363,0.245833665392,1.06868421372
4.1,0.194230624807,0.287408078806,1.03137963571,0.200040173363,0.245833665392,1.06868421372
4.2,0.191762143147,0.298215294974,1.02111786165,0.201313631531,0.259803772524,1.06117294715
4.3,0.190582775843,0.302911783354,1.01622211494,0.198600743356,0.26088488112,1.05922582168
4.4,0.189086594951,0.308233226435,1.01120310583,0.200617604521,0.2639625725,1.05890299248
4.5,0.186596208585,0.313667679922,1.0055500225,0.198485151348,0.261788317968,1.05877014468
4.6,0.184165113938,0.318617696659,0.999801571748,0.199536455107,0.262644859493,1.05780457625
4.7,0.181858592999,0.323576058047,0.99465661802,0.1991876237,0.266748397794,1.05416273445
4.8,0.178545558226,0.328147346871,0.989600654027,0.197084197826,0.269685101393,1.04969144541
4.9,0.175214448345,0.33288141598,0.984392817399,0.197129495061,0.276251192329,1.04432523575
5.0,0.169562825334,0.342691595452,0.974122996709,0.194094601256,0.291520899519,1.02847629922
5.1,0.169562825334,0.342691595452,0.974122996709,0.194094601256,0.291520899519,1.02847629922
5.2,0.164815807116,0.346395368473,0.96997653999,0.192506876546,0.296545442889,1.02265123868
5.3,0.159064987076,0.34981983413,0.965328689,0.191539536456,0.300010211868,1.01871838422
5.4,0.152091392648,0.350321049588,0.961421783349,0.191678486364,0.303374720498,1.01614644308
5.5,0.145327651274,0.34858983268,0.95657735624,0.190922072508,0.302936790976,1.01567951715
5.6,0.141318180931,0.348644698756,0.950552518746,0.191374237705,0.303463604194,1.01570827961
5.7,0.137442448509,0.350172037976,0.945581014535,0.191948207848,0.304729028311,1.01446282837
5.8,0.13431284703,0.353169942992,0.939940865418,0.188843456956,0.307332521433,1.01134816092
5.9,0.131230810058,0.35579612364,0.934793885133,0.184881530514,0.311238255614,1.00571225228
6.0,0.128035583866,0.360527242319,0.929427559754,0.182720827629,0.31535914298,1.00192546282
6.1,0.124889680517,0.363320584195,0.9224279479,0.176406739553,0.321456622043,0.994194812538
6.2,0.122362354172,0.360827321904,0.915871615788,0.168821223999,0.331502254516,0.983198130496
6.3,0.12009955324,0.355988855259,0.910964782617,0.163211148289,0.338561845104,0.975320605606
6.4,0.12009955324,0.355988855259,0.910964782617,0.163211148289,0.338561845104,0.975320605606
6.5,0.116383144033,0.346496994393,0.903745944879,0.15466711332,0.347886195472,0.96395005227
6.6,0.113138982427,0.341230536597,0.898819680592,0.153659320753,0.349802118639,0.962271162696
6.7,0.109259822738,0.33483287205,0.892146225354,0.152498621403,0.350699598274,0.960940760361
6.8,0.105516323221,0.324787969487,0.885656829259,0.154379609249,0.35047602175,0.960987882168
6.9,0.103283622635,0.317593897478,0.881977851769,0.153507354833,0.350525064275,0.959243687751
7.0,0.101510295046,0.31121867408,0.880492921254,0.15021366284,0.350033105143,0.954764396929
7.1,0.0998289076211,0.303541834252,0.878515000722,0.143976432278,0.348506267543,0.945725351018
7.2,0.0971850839975,0.29372280349,0.876052673242,0.137016304172,0.346791934377,0.934210822239
7.3,0.0946272698762,0.284855182068,0.873609240434,0.130260469008,0.345351367231,0.923885157608
7.4,0.0931474653604,0.274123872416,0.873696263215,0.117798694453,0.342451321898,0.904993068892
7.5,0.0931474653604,0.274123872416,0.873696263215,0.117798694453,0.342451321898,0.904993068892
7.6,0.0913003770235,0.267655844586,0.8733624176,0.114881948818,0.341919638675,0.900151304972
7.7,0.0903579679849,0.263468260662,0.872051532647,0.113467306485,0.341726072358,0.898382361973
7.8,0.0891926971796,0.257695133583,0.871379967114,0.115361903529,0.34243709027,0.898412332871
7.9,0.0890767661455,0.252030099528,0.871446962735,0.112486676877,0.335664254425,0.897483538968
8.0,0.088300117624,0.245347375767,0.872533972642,0.112451643645,0.332291371221,0.896054150726
8.1,0.0882919219854,0.238822008269,0.874671454808,0.107535318397,0.317838690296,0.890751208633
8.2,0.0889608649137,0.232752586501,0.877786810777,0.0998355767044,0.296278167413,0.883256386888
8.3,0.0898770479085,0.225675876038,0.879851336858,0.0975830842988,0.285294460242,0.87901507013
