time,left: target position x,left: target position y,left: target position x,left: current position x,left: current position y,left: current position z,right: target position x,right: target position y,right: target position x,right: current position x,right: current position y,right: current position z
0.3,0.39609994232,0.392825347377,0.717701104653,0.396100537392,0.39282501339299997,0.7177004920160001,0.35119249669,-0.473930101781,0.7291215589390001,0.351193231836,-0.47393014372500003,0.7291211657100001
0.4,0.396099226942,0.39282475994599997,0.7177012384289999,0.396100537392,0.39282501339299997,0.7177004920160001,0.351191611854,-0.473930114229,0.729122277754,0.351193231836,-0.47393014372500003,0.7291211657100001
0.5,0.39609997656199997,0.392825291211,0.717700841186,0.39609997656199997,0.392825291211,0.717700841186,0.351192731301,-0.473930005466,0.7291213227240001,0.351192731301,-0.473930005466,0.7291213227240001
0.6,0.396100776905,0.39282430342,0.7177000864669999,0.396099708543,0.39282443176200005,0.717701095545,0.351193784625,-0.47393013328199995,0.7291207603650001,0.35119263681100005,-0.47393006847900004,0.7291214074500001
0.7,0.396100102703,0.392825058828,0.717700918614,0.396099537695,0.392825274568,0.717701315285,0.351192690805,-0.47392995389200004,0.7291214246269999,0.351193340598,-0.473930039799,0.729121073961
0.8,0.3959999669,0.39435305369900003,0.717315395772,0.396099171703,0.39282498416699996,0.7177014025399999,0.35313809700300003,-0.473925066311,0.724921562147,0.351191475699,-0.473930129327,0.7291223596259999
0.9,0.40047600750100004,0.396033576856,0.682524164617,0.396102089464,0.39282560552900003,0.7176992092030001,0.351545282081,-0.46937104793300005,0.6830502528669999,0.35119351899400003,-0.473930696429,0.729118432841
1.0,0.413875191252,0.407621852289,0.59209837526,0.39626469023500005,0.39293305692100006,0.7174716615800001,0.356018789485,-0.46444365115900005,0.5847626108649999,0.351362326443,-0.47404357246600004,0.728641924374
1.1,0.41964146379600004,0.420165262352,0.490434666574,0.396826675857,0.39373803101099997,0.716825542199,0.354525037483,-0.463451725562,0.496173479033,0.35163719390000003,-0.474172290628,0.7278948289139999
1.2,0.41824957613200003,0.41730137838,0.41855015367200005,0.39705380373599997,0.394123593248,0.716492301684,0.351105310396,-0.46436290176600004,0.44540784545,0.352001877482,-0.474310020651,0.7269636943440001
1.3,0.4115377057,0.417689404617,0.372687121331,0.39707900574199995,0.39434648377,0.7163839864210001,0.34464160390199994,-0.465996933301,0.409818746519,0.35226731937600003,-0.474338427905,0.7263780035100001
1.4,0.40294256691200003,0.42168011439900005,0.35347475618100005,0.39701323998000004,0.394515197732,0.71633392159,0.342610158399,-0.468159240801,0.386091687155,0.35254841851499996,-0.474358799392,0.7257956090209999
1.5,0.40166506056,0.42295380605300004,0.34988143056599996,0.396907848389,0.39481135946400003,0.716272086599,0.34100715108199997,-0.46618999274499995,0.373994268847,0.352890640327,-0.47435038920199996,0.725087656069
1.6,0.40287622694200004,0.422960839401,0.356278737485,0.39676830266400004,0.39498629259999996,0.716216773135,0.34059835262599997,-0.462870550473,0.370931722593,0.353163364079,-0.474348001224,0.724526857389
1.7,0.403222708742,0.42257683647699995,0.35713424295100005,0.396717467623,0.39503877563699996,0.716197281984,0.341182388738,-0.463164311965,0.369593181086,0.35324482099699994,-0.47436101387699997,0.724356920786
1.8,0.403883396427,0.422064921985,0.35615189880099996,0.396708994583,0.394980067554,0.716187354251,0.341032959894,-0.461818290074,0.36920914835900004,0.353245272484,-0.47436467395900006,0.7243563537019999
1.9,0.404538272659,0.42192839754699996,0.35652532189999997,0.39672244390199995,0.395030564773,0.7161907048970001,0.341498501972,-0.462166947444,0.369957782698,0.353247466093,-0.47436391925899996,0.724354519326
2.0,0.40506136302199997,0.42136704100199995,0.356750627458,0.396709830917,0.394993997756,0.7161920814,0.342502959445,-0.463504475672,0.37075404114699995,0.353247140911,-0.474363994477,0.7243542829330001
2.1,0.405326752703,0.42074745071999997,0.35739399999300003,0.39671254094400005,0.395014694183,0.716196003187,0.34358034320200004,-0.464955550749,0.371712722254,0.353246952279,-0.47436964980400004,0.724355374895
2.2,0.405799715559,0.420415780674,0.35826512187700005,0.39688476578000004,0.39481476746699995,0.715672026672,0.34445873685199996,-0.465292644818,0.372090496493,0.35337550641099996,-0.474684728173,0.723854966422
2.3,0.40578222159599997,0.419906429182,0.35805596917800003,0.398296363496,0.39274521581699995,0.7111159223549999,0.34493676610299995,-0.465472978671,0.371900298071,0.354599177862,-0.479272572518,0.719726274165
2.4,0.405531047623,0.419384232889,0.35782923311,0.40017779244400004,0.3890988257,0.7040968749140001,0.34537301249799995,-0.46525759728699995,0.37178806252499996,0.35649622875799997,-0.486161940975,0.713109088414
2.5,0.40542459372699996,0.419534436594,0.357534130513,0.40264525959700004,0.38416652437700005,0.694057223814,0.345573522523,-0.465181273539,0.372074343634,0.359192844242,-0.495393334798,0.703179904691
2.6,0.405357657711,0.41844501269900003,0.35722668975599997,0.404773224869,0.37946517636699995,0.68440527829,0.34572003074,-0.46534640820699996,0.37210569567699997,0.361607939865,-0.504046547104,0.693538204843
2.7,0.405628232996,0.418048671614,0.35666056483900005,0.40804222755900005,0.373681471273,0.669537023254,0.346318729595,-0.465521586258,0.37178228087399995,0.365027858179,-0.515056135573,0.678400204101
2.8,0.405674307386,0.418264708649,0.356851120889,0.41164830182400003,0.36777346734399996,0.651380969557,0.346805341914,-0.46546758445,0.371566333246,0.368685070114,-0.527098365996,0.6596237026389999
2.9,0.405899493734,0.41805928123999997,0.35644741863000007,0.416361432887,0.3617160265,0.6247954836140001,0.347222097591,-0.46553455026900004,0.37139020152099994,0.37316185979,-0.540079190771,0.6316775031180001
3.0,0.40616911534500005,0.41782664431199995,0.356221457421,0.420206585517,0.358255098555,0.598730709613,0.347720034793,-0.465608638842,0.371078946066,0.376490826855,-0.5489331574390001,0.603975050418
3.1,0.406213431398,0.41761945856700006,0.35608538001699996,0.42298344001599997,0.357024644561,0.5751150784610001,0.34817949719700003,-0.465672177394,0.371035196257,0.378645885689,-0.553366467851,0.578789134842
3.2,0.406230239908,0.417737922798,0.355657537877,0.42574095752499996,0.35839363053900003,0.542844867385,0.348693527654,-0.465700713117,0.3709792871,0.380117421945,-0.554923009558,0.544556227809
3.3,0.406550793688,0.41735740674599997,0.35509242624,0.427049553593,0.36288599290299994,0.509481246708,0.348962434009,-0.465840679724,0.370648004484,0.379836440106,-0.550454614988,0.509745584868
3.4,0.40647613886999995,0.41738872898699997,0.35507561773,0.426681005486,0.369624828485,0.479361177699,0.348932631686,-0.466015217025,0.37084577269599994,0.37756591785300003,-0.542094568281,0.479011769225
3.5,0.40669643763700003,0.417080841194,0.354716320932,0.424899447603,0.37749046239600004,0.452373715806,0.348854937032,-0.465473842938,0.37065742201800006,0.37377501120800005,-0.530602335213,0.452549519943
3.6,0.40687885765299997,0.41677593363399995,0.354413112104,0.42158140077,0.387893149767,0.424429141292,0.349072821811,-0.465502006133,0.37037793583899997,0.367871972266,-0.5155312229460001,0.42647307402400003
3.7,0.407318918745,0.416474274526,0.354066987931,0.418147532483,0.396136906152,0.405037309504,0.349425532296,-0.465712082703,0.37026218361900004,0.362404345339,-0.502669154055,0.409259854677
3.8,0.40723433975400003,0.416563592087,0.35419466108000003,0.415323002369,0.40244308083400004,0.391902861519,0.349856265262,-0.465411019642,0.36945299096100004,0.35800557622100004,-0.493277594516,0.398170768188
3.9,0.407274423878,0.41675948275200003,0.35387267678900003,0.41184179948,0.409095173822,0.378460744413,0.35018367357600005,-0.46555472644100004,0.369456507635,0.352844935431,-0.482724665038,0.38728375948700006
4.0,0.40743243579099997,0.416455946098,0.353637834489,0.40876084882700003,0.415283679964,0.367659303821,0.350374080613,-0.46582925053400004,0.369370378924,0.348170175479,-0.473505365664,0.37895025707400004
4.1,0.40769225243699997,0.416520348917,0.353322883546,0.406893164363,0.41766543690499996,0.362291549363,0.350515343622,-0.46573787661300003,0.369252421332,0.34572215197899997,-0.46925910946500005,0.37492669048
4.2,0.407794027368,0.41637425793300004,0.35328753799199997,0.40543365980499996,0.42124798894599996,0.357418694344,0.35036043115000004,-0.46531885596,0.369234659147,0.343264313034,-0.46419808973899995,0.37142470560699997
4.3,0.40801069025200004,0.416250608097,0.35319074004900003,0.404864512307,0.421493635816,0.35612730145599997,0.350631215051,-0.465016809423,0.36909917779,0.34267398232199997,-0.46351042283200006,0.370462044124
4.4,0.40865546349699994,0.415510169397,0.35326876252899997,0.404860673515,0.42146120627300004,0.35612360625600004,0.350647010282,-0.464116272647,0.369648315382,0.342662799208,-0.463444503018,0.37047133507799995
4.5,0.40898135189199997,0.41423987520800004,0.354113241136,0.404854220447,0.42146868120700004,0.35612449552599995,0.34903264828,-0.46344990761999993,0.37161061949699997,0.342672081801,-0.463495234503,0.370466681234
4.6,0.40847593430699997,0.409639260898,0.358891685903,0.404836702379,0.42137614010200003,0.35612226903000005,0.34266480856799997,-0.463453655776,0.370466297382,0.34266480856799997,-0.463453655776,0.370466297382
