1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.491606779558807938e-01,7.676082903346564956e-01,6.975967827828483125e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.769801135108201473e-01,-3.340912827340623004e-01,7.611624983327085481e-01
2.000000000000000111e-01,0.000000000000000000e+00,1.499729733198713610e-01,4.910152184471436310e-01,8.572328884748908751e-01,3.491606779558807938e-01,7.676082903346564956e-01,6.975967827828483125e-01,1.438368339134211138e-01,-5.002262895813907040e-01,8.425218213017624524e-01,4.769801135108201473e-01,-3.340912827340623004e-01,7.611624983327085481e-01
3.000000000000000444e-01,0.000000000000000000e+00,1.520016202097960734e-01,4.879273526019162754e-01,8.620223834143888597e-01,3.491606779558807938e-01,7.676082903346564956e-01,6.975967827828483125e-01,1.438371296639527341e-01,-5.002241456636593586e-01,8.425248947175574266e-01,4.769801135108201473e-01,-3.340912827340623004e-01,7.611624983327085481e-01
4.000000000000000222e-01,0.000000000000000000e+00,1.541710058637699721e-01,4.844652441505422624e-01,8.670002062589593494e-01,3.491606779558807938e-01,7.676082903346564956e-01,6.975967827828483125e-01,1.438279419333114428e-01,-5.002193288701006768e-01,8.425335832679589076e-01,4.769801135108201473e-01,-3.340912827340623004e-01,7.611624983327085481e-01
5.000000000000000000e-01,0.000000000000000000e+00,1.550844799482265501e-01,4.829222362014308212e-01,8.691835606114162172e-01,3.491606779558807938e-01,7.676082903346564956e-01,6.975967827828483125e-01,1.438232539769325191e-01,-5.002204850781538648e-01,8.425370545764345742e-01,4.769801135108201473e-01,-3.340912827340623004e-01,7.611624983327085481e-01
5.999999999999999778e-01,0.000000000000000000e+00,1.550206387582113987e-01,4.830082369270563558e-01,8.692284854294320962e-01,3.491606779558807938e-01,7.676082903346564956e-01,6.975967827828483125e-01,1.438212001589545264e-01,-5.002207429892191470e-01,8.425377579969531849e-01,4.769801135108201473e-01,-3.340912827340623004e-01,7.611624983327085481e-01
6.999999999999999556e-01,0.000000000000000000e+00,1.552975426821335547e-01,4.823202940107951253e-01,8.693089397022075726e-01,3.491606779558807938e-01,7.676082903346564956e-01,6.975967827828483125e-01,1.437967653462850770e-01,-5.002257899437946298e-01,8.425217727920284450e-01,4.769801135108201473e-01,-3.340912827340623004e-01,7.611624983327085481e-01
7.999999999999999334e-01,0.000000000000000000e+00,1.581462550429451608e-01,4.772195542266377544e-01,8.692831816869577288e-01,3.491606779558807938e-01,7.676082903346564956e-01,6.975967827828483125e-01,1.435463103012310226e-01,-5.002681731285066880e-01,8.424282044705966310e-01,4.769801135108201473e-01,-3.340912827340623004e-01,7.611624983327085481e-01
8.999999999999999112e-01,0.000000000000000000e+00,1.649309378797185477e-01,4.648047137574244370e-01,8.690683436785894278e-01,3.491606779558807938e-01,7.676082903346564956e-01,6.975967827828483125e-01,1.431889605112759423e-01,-5.003296450187336708e-01,8.422995135931382604e-01,4.769801135108201473e-01,-3.340912827340623004e-01,7.611624983327085481e-01
9.999999999999998890e-01,0.000000000000000000e+00,1.731568975313672043e-01,4.495068065325589224e-01,8.685006997531031780e-01,3.491606779558807938e-01,7.676082903346564956e-01,6.975967827828483125e-01,1.431353297264022495e-01,-5.003369284458395461e-01,8.422771080343165462e-01,4.769801135108201473e-01,-3.340912827340623004e-01,7.611624983327085481e-01
1.099999999999999867e+00,0.000000000000000000e+00,1.833587079393038943e-01,4.297410703616364458e-01,8.672555846756411224e-01,3.491606779558807938e-01,7.676082903346564956e-01,6.975967827828483125e-01,1.431234973131154664e-01,-5.003371070849380597e-01,8.422856316433818824e-01,4.769801135108201473e-01,-3.340912827340623004e-01,7.611624983327085481e-01
1.199999999999999956e+00,0.000000000000000000e+00,2.026785131561045228e-01,3.893519781244790257e-01,8.620455015868551119e-01,3.491606779558807938e-01,7.676082903346564956e-01,6.975967827828483125e-01,1.431131078969573311e-01,-5.003364275899294666e-01,8.422949258579662812e-01,4.769801135108201473e-01,-3.340912827340623004e-01,7.611624983327085481e-01
1.300000000000000044e+00,0.000000000000000000e+00,2.119889391184539840e-01,3.689428453134254160e-01,8.579779332404571246e-01,3.491606779558807938e-01,7.676082903346564956e-01,6.975967827828483125e-01,1.431349171103597218e-01,-5.003384863384707781e-01,8.422886215474303384e-01,4.769801135108201473e-01,-3.340912827340623004e-01,7.611624983327085481e-01
1.400000000000000133e+00,0.000000000000000000e+00,2.327742440946263536e-01,3.111247505512833578e-01,8.440781564792696479e-01,3.491606779558807938e-01,7.676082903346564956e-01,6.975967827828483125e-01,1.431315163262873169e-01,-5.003429123535565459e-01,8.423000541562237764e-01,4.769801135108201473e-01,-3.340912827340623004e-01,7.611624983327085481e-01
1.500000000000000222e+00,0.000000000000000000e+00,2.400599899864335751e-01,2.868937076149924992e-01,8.363531251997514682e-01,3.491606779558807938e-01,7.676082903346564956e-01,6.975967827828483125e-01,1.430805446385064184e-01,-5.003372810890888145e-01,8.423238180103503892e-01,4.769801135108201473e-01,-3.340912827340623004e-01,7.611624983327085481e-01
