Time,Target Position x,Target Position y,Target Position x,Current Position x,Current Position y,Current Position z,Target Orientation x,Target Orientation y,Target Orientation z,Target Orientation w,Current Orientation w,Current Orientation x,Current Orientation y,Current Orientation z
0.2,0.422540539112,0.20131193728,0.686505865149,0.422540539112,0.20131193728,0.686505865149,0.0231818892883,0.852874054955,-0.519163297168,-0.0503777457597,0.0231818892883,0.852874054955,-0.519163297168,-0.0503777457597
0.3,0.422540144578,0.2013113285,0.686505858985,0.422540017514,0.201311135423,0.686505855106,0.0231817225867,0.852873710555,-0.519163872991,-0.0503777189178,0.0231816834131,0.852873600081,-0.519164056367,-0.0503777174562
0.4,0.422540215156,0.201311427418,0.68650589233,0.422540371498,0.201311660676,0.686505908747,0.0231816423112,0.852873765686,-0.519163793282,-0.0503776439439,0.0231816479355,0.852873899198,-0.519163576395,-0.0503776161628
0.5,0.421319810054,0.207603263918,0.689684965663,0.42254052121,0.201311874464,0.686505937742,0.0231816423112,0.852873765686,-0.519163793282,-0.0503776439439,0.0231815895539,0.852874024222,-0.519163379922,-0.050377551162
0.6,0.419933435819,0.215956765476,0.689770021492,0.422540085484,0.201311208005,0.686505931753,0.0231816423112,0.852873765686,-0.519163793282,-0.0503776439439,0.0231814233853,0.852873643844,-0.519164014699,-0.0503775256211
0.7,0.41750898709,0.221212852064,0.690741517597,0.422540568293,0.201311924812,0.686505992864,0.0231816423112,0.852873765686,-0.519163793282,-0.0503776439439,0.0231814048818,0.852874054145,-0.519163352316,-0.0503774140509
0.8,0.41554879894,0.223532307211,0.69117645269,0.422540287156,0.201311488196,0.686505996003,0.0231816423112,0.852873765686,-0.519163793282,-0.0503776439439,0.0231812586326,0.852873807174,-0.519163768305,-0.0503773755222
0.9,0.413162616393,0.228334146801,0.691477992588,0.422540391004,0.201311635802,0.686506030563,0.0231816423112,0.852873765686,-0.519163793282,-0.0503776439439,0.023181181646,0.852873891062,-0.519163641388,-0.0503772986865
1.0,0.41273730745,0.231579023663,0.690146186405,0.42239857513,0.201554374696,0.68649949556,0.0231816423112,0.852873765686,-0.519163793282,-0.0503776439439,0.0231885140344,0.852833027601,-0.51922319216,-0.0504519233771
1.1,0.412093994519,0.235374021593,0.689893820339,0.421062395654,0.204447035451,0.686659112509,0.0231816423112,0.852873765686,-0.519163793282,-0.0503776439439,0.0231342052319,0.852606851555,-0.519522662771,-0.0512110153938
