Time,Target Position x,Target Position y,Target Position x,Current Position x,Current Position y,Current Position z,Target Orientation x,Target Orientation y,Target Orientation z,Target Orientation w,Current Orientation w,Current Orientation x,Current Orientation y,Current Orientation z
0.2,0.0795064118848,-0.194741615487,0.886057016149,0.0795052339407,-0.194741352947,0.886056996792,0.0513759483264,0.987443819333,-0.0949667829873,-0.115310562061,0.0513762274146,0.987443978104,-0.0949656568984,-0.115310005522
0.3,0.0795051557233,-0.194741249385,0.88605704466,0.0795055664899,-0.194741450685,0.886057036092,0.0513761872991,0.987443959052,-0.0949657415698,-0.115310116813,0.0513760662622,0.987443924365,-0.0949661568119,-0.115310125796
0.4,0.0795055157662,-0.194741440355,0.886057058639,0.0795059457742,-0.194741426522,0.886057016621,0.051376004335,0.987443917491,-0.0949660546382,-0.1153102964,0.0513760413794,0.987443873614,-0.0949661405181,-0.115310584897
0.5,0.0795054441871,-0.194741420623,0.886057088505,0.0795055193078,-0.194741278773,0.886057010664,0.051375927816,0.987443917809,-0.0949660301094,-0.115310347965,0.0513761181194,0.987443930952,-0.0949657412174,-0.115310388553
0.6,0.0795053836989,-0.194741317499,0.886057114573,0.0795053836989,-0.194741317499,0.886057114573,0.0513759629572,0.987443903255,-0.0949660674813,-0.115310426162,0.0513759629572,0.987443903255,-0.0949660674813,-0.115310426162
0.7,0.0795053677804,-0.194741394773,0.886057113281,0.0795053677804,-0.194741394773,0.886057113281,0.0513758837121,0.987443913789,-0.0949658887887,-0.115310518433,0.0513758837121,0.987443913789,-0.0949658887887,-0.115310518433
0.8,0.0795051111488,-0.194741311496,0.886057128402,0.0795051111488,-0.194741311496,0.886057128402,0.0513758660829,0.987443936892,-0.0949657046832,-0.115310480065,0.0513758660829,0.987443936892,-0.0949657046832,-0.115310480065
0.9,0.079505793526,-0.194741373699,0.886057120036,0.079505893586,-0.194741411543,0.886057118728,0.0513757640302,0.987443845981,-0.0949660512163,-0.115311018649,0.0513757073436,0.987443844507,-0.0949660967117,-0.115311019056
1.0,0.0795053177033,-0.194741214447,0.886057119423,0.0795052582443,-0.194741235623,0.88605715405,0.0513758380807,0.987443909374,-0.0949655774642,-0.115310832962,0.0513757832916,0.987443901022,-0.0949655581945,-0.115310944768
1.1,0.0795057735377,-0.194741359649,0.886057141232,0.0795054201608,-0.194741300374,0.886057189251,0.0513756060793,0.987443836378,-0.0949659558329,-0.115311249809,0.0513756715685,0.987443878803,-0.0949658224348,-0.11531096719
1.2,0.0795053254748,-0.194741230324,0.886057153369,0.0795052400714,-0.1947412397,0.886057166832,0.0513757206953,0.987443896024,-0.0949654750455,-0.115311083935,0.0513756359911,0.987443896394,-0.0949655767153,-0.115311034774
1.3,0.0795054833599,-0.194741283973,0.886057205781,0.079505341281,-0.194741258315,0.886057212852,0.0513755613965,0.987443849032,-0.0949658456085,-0.115311252131,0.0513755853014,0.987443865011,-0.094965702478,-0.115311222527
1.4,0.0795051810963,-0.19474119346,0.886057230975,0.079505226284,-0.194741238676,0.886057237441,0.0513756629529,0.987443884289,-0.0949655337959,-0.115311161768,0.051375554227,0.987443880296,-0.0949656249289,-0.115311169347
