Time,Target Position x,Target Position y,Target Position x,Current Position x,Current Position y,Current Position z,Target Orientation x,Target Orientation y,Target Orientation z,Target Orientation w,Current Orientation w,Current Orientation x,Current Orientation y,Current Orientation z
0.7,0.313886514114,0.18679840911,0.814716681949,0.0,0.0,0.0,0.0226168067957,0.852486476176,-0.519430087198,-0.0542924718684,0.0,0.0,0.0,0.0
0.8,0.313889118922,0.186798615588,0.814715283708,0.313886917487,0.186798368645,0.814716432275,0.0226175596084,0.852486540863,-0.519429775574,-0.0542941239205,0.0226169104618,0.852486511409,-0.51943000903,-0.0542926233141
0.9,0.313886570027,0.186798448603,0.814716728022,0.31388774682,0.186798524551,0.814716095845,0.0226166657035,0.852486523741,-0.519430034134,-0.0542922914537,0.0226170096739,0.852486592057,-0.519429805182,-0.0542932659297
1.0,0.313887024085,0.186798487726,0.814716468574,0.313887024085,0.186798487726,0.814716468574,0.0226167693431,0.852486547968,-0.519429990643,-0.0542922839745,0.0226167693431,0.852486547968,-0.519429990643,-0.0542922839745
1.1,0.313886770271,0.186798654208,0.814716690526,0.313886770271,0.186798654208,0.814716690526,0.0226167596751,0.852486609064,-0.519429896041,-0.0542922337707,0.0226167596751,0.852486609064,-0.519429896041,-0.0542922337707
1.2,0.313886639592,0.186798538586,0.81471675205,0.313887090713,0.186798538577,0.814716514936,0.0226165416947,0.852486567793,-0.519430020164,-0.0542917850732,0.0226166303706,0.852486603695,-0.519429924115,-0.0542921033465
1.3,0.313886623671,0.186798655045,0.814716861108,0.313887090713,0.186798538577,0.814716514936,0.0226164943623,0.852486592414,-0.519429955157,-0.0542920401451,0.0226166303706,0.852486603695,-0.519429924115,-0.0542921033465
1.4,0.313889175375,0.186798675021,0.814715452424,0.313886706387,0.186798589654,0.814716798426,0.0226171274465,0.852486687672,-0.519429620701,-0.0542934805252,0.0226164028979,0.852486623601,-0.519429953492,-0.0542916044851
1.5,0.313886670806,0.186798685086,0.814716906844,0.313886706387,0.186798589654,0.814716798426,0.0226163510758,0.85248663354,-0.519429912731,-0.0542918599826,0.0226164028979,0.852486623601,-0.519429953492,-0.0542916044851
1.6,0.313887166532,0.186798553699,0.814716617295,0.313887166532,0.186798553699,0.814716617295,0.0226163517213,0.852486720805,-0.519429765162,-0.0542919013195,0.0226163517213,0.852486720805,-0.519429765162,-0.0542919013195
1.7,0.31388690146,0.186798547218,0.814716827449,0.31388690146,0.186798547218,0.814716827449,0.0226161180115,0.85248666435,-0.519429887446,-0.0542917152012,0.0226161180115,0.85248666435,-0.519429887446,-0.0542917152012
1.8,0.313886790504,0.186798603127,0.814716912093,0.31388690146,0.186798547218,0.814716827449,0.0226161005429,0.852486711804,-0.519429825482,-0.0542915701833,0.0226161180115,0.85248666435,-0.519429887446,-0.0542917152012
1.9,0.313889420541,0.186798836128,0.814715514442,0.313887225434,0.186798596371,0.814716663417,0.0226168576037,0.852486795999,-0.519429481724,-0.0542932216319,0.022616211292,0.852486770671,-0.519429708287,-0.0542917209745
2.0,0.313888100868,0.186798866681,0.814716265758,0.31388684546,0.186798641583,0.814716958081,0.0226165020337,0.85248686706,-0.519429473004,-0.0542923373972,0.0226159592343,0.852486758727,-0.519429773463,-0.0542913899519
2.1,0.312693236357,0.196911331109,0.809858666022,0.313887341931,0.186798725771,0.814716699855,0.0226165020337,0.85248686706,-0.519429473004,-0.0542923373972,0.0226160715572,0.852486815088,-0.519429676953,-0.0542913815362
2.2,0.309454498774,0.20457177966,0.812061772903,0.313888153589,0.186798902745,0.814716311664,0.0226165020337,0.85248686706,-0.519429473004,-0.0542923373972,0.0226163602101,0.852486912329,-0.519429423715,-0.0542921572401
2.3,0.3078392129,0.213277008227,0.814930842479,0.313886956434,0.186798775698,0.814716983316,0.0226165020337,0.85248686706,-0.519429473004,-0.0542923373972,0.0226158441977,0.852486834013,-0.519429707915,-0.0542908828588
2.4,0.306484578138,0.219872679404,0.81493817385,0.313886874658,0.186798821717,0.814717090222,0.0226165020337,0.85248686706,-0.519429473004,-0.0542923373972,0.0226157817869,0.852486809486,-0.519429724074,-0.0542911393706
2.5,0.3067381661,0.224255170516,0.810616241057,0.313889479936,0.186798899096,0.81471568329,0.0226165020337,0.85248686706,-0.519429473004,-0.0542923373972,0.0226164275495,0.852486944609,-0.519429323746,-0.0542925787654
2.6,0.306851161605,0.228696402005,0.807632790168,0.313888155903,0.186798799091,0.814716462645,0.0226165020337,0.85248686706,-0.519429473004,-0.0542923373972,0.0226158706521,0.852486945171,-0.519429425929,-0.0542918243124
2.7,0.306731535083,0.233739074162,0.809454546531,0.313889538192,0.18679894109,0.814715729356,0.0226165020337,0.85248686706,-0.519429473004,-0.0542923373972,0.022616287047,0.852486994023,-0.5194292676,-0.0542923985727
2.8,0.306123686915,0.237163897446,0.811148510535,0.313888210922,0.18679883761,0.814716508597,0.0226165020337,0.85248686706,-0.519429473004,-0.0542923373972,0.0226157293647,0.852486992192,-0.519429373735,-0.0542916441962
2.9,0.305154589897,0.239307518891,0.808760152419,0.313870216156,0.186849406991,0.81468782126,0.0226165020337,0.85248686706,-0.519429473004,-0.0542923373972,0.0226267685941,0.852473273246,-0.519449960465,-0.0543054906692
3.0,0.30517682243,0.241157259635,0.806283817847,0.313228626818,0.188985888614,0.813951857808,0.0226165020337,0.85248686706,-0.519429473004,-0.0542923373972,0.022414833573,0.852308232423,-0.519649823257,-0.055066445043
3.1,0.305392740255,0.244331236771,0.806755529006,0.312633323743,0.192046119484,0.813265381689,0.0226165020337,0.85248686706,-0.519429473004,-0.0542923373972,0.0221927604435,0.852239170959,-0.519713560191,-0.0556209692499
3.2,0.30614569593,0.245395120076,0.804877029021,0.312012004423,0.197277693945,0.812585421939,0.0226165020337,0.85248686706,-0.519429473004,-0.0542923373972,0.0219842569524,0.852292032485,-0.519621104567,-0.0557574344634
3.3,0.304084746128,0.246835406712,0.803151057323,0.310957797562,0.205643075361,0.811667767397,0.0226165020337,0.85248686706,-0.519429473004,-0.0542923373972,0.021801141421,0.852386432715,-0.519469877567,-0.0557953927882
3.4,0.302688686138,0.247805859736,0.801447973807,0.309583152791,0.215553307124,0.810597398001,0.0226165020337,0.85248686706,-0.519429473004,-0.0542923373972,0.0220313818938,0.852447424985,-0.519359039015,-0.0558049678917
3.5,0.300306392795,0.250216271571,0.802186832984,0.30803505551,0.224302021799,0.809670034235,0.0226165020337,0.85248686706,-0.519429473004,-0.0542923373972,0.0224540363334,0.852315956456,-0.51956753309,-0.0557037268131
3.6,0.298908395654,0.252224739483,0.801962361892,0.307269838729,0.228018279257,0.8092749758,0.0226165020337,0.85248686706,-0.519429473004,-0.0542923373972,0.0227503796587,0.852174855792,-0.519794371723,-0.0556259517377
3.7,0.297850726133,0.254384722403,0.800615773757,0.306632715269,0.231735589466,0.808900779498,0.0226165020337,0.85248686706,-0.519429473004,-0.0542923373972,0.0230271585079,0.852162270536,-0.519813279299,-0.0555280947791
3.8,0.296074746138,0.256314035348,0.799915776809,0.306346179488,0.233136252002,0.808747642387,0.0226165020337,0.85248686706,-0.519429473004,-0.0542923373972,0.0232054552044,0.852097669163,-0.519914595345,-0.0554966900111
3.9,0.29380583573,0.259314741782,0.800198660453,0.306257745883,0.233007767309,0.808731940228,0.0226165020337,0.85248686706,-0.519429473004,-0.0542923373972,0.0231809356156,0.852020064206,-0.520042511039,-0.0554999200589
